,iteration,id,production,consumption,stored_kwh,wallet,trades_from,amount_from_city,amount_to_city,central_battery_tax
3,66,ap4,69.7225,37.4037,0.0,0.0,,0.0,0.0,0.0
4,66,cs1,17.316,41.704,0.0,28.3834,ap1:12.0433-ap3:8.606-ap4:8.0815,0.0,4.3429,0.0
5,66,cs2,17.316,43.1767,0.0,30.0016,ap1:13.2894-ap3:8.7721-ap4:8.2476,0.0,4.4485,0.0
6,66,cs3,17.316,44.0205,0.0,29.4806,ap1:14.0163-ap3:8.8832-ap4:8.3587,0.0,4.5538,0.0
0,67,ap1,81.2475,35.2431,0.0,46.2669,ap2:0.0-cs1:0.0-cs2:0.0,0.0,0.0001,0.0
1,67,ap2,17.316,37.3448,0.0,32.5624,ap1:7.582-ap3:7.3009-ap4:6.7346-cs1:0.0-cs2:0.0,0.0,0.9744,0.0
2,67,ap3,70.1108,36.2611,0.0,32.4837,ap1:0.0-ap2:0.0-ap4:0.0-cs1:0.0-cs2:0.0-cs3:0.0,0.0002,0.0,0.0
3,67,ap4,69.4366,37.1997,0.0,30.5035,ap1:0.0-ap2:0.0-ap3:0.0-cs1:0.0-cs2:0.0-cs3:0.0,0.0,0.0,0.0
4,67,cs1,17.316,44.0677,0.0,41.3113,ap1:13.2529-ap2:0.0-ap3:8.0257-ap4:7.7387-cs2:0.0,0.0,1.6764,0.0
5,67,cs2,17.316,43.9017,0.0,42.4134,ap1:13.0446-ap2:0.0-ap3:7.9352-ap4:7.6482,0.0,1.4325,0.0
6,67,cs3,17.316,42.7963,0.0,41.9678,ap1:12.1246-ap2:0.0-ap3:7.7107-ap4:7.4237-cs1:0.0-cs2:0.0,0.0,1.1463,0.0
0,68,ap1,87.9157,38.919,0.0001,90.1712,,0.0,0.0,0.0
1,68,ap2,17.316,36.0137,0.0,18.5291,ap1:0.0271-ap3:9.6282-ap4:9.1928,0.0,0.0,0.0
2,68,ap3,70.9826,36.8599,0.0,62.04,,0.0,0.0,0.0
3,68,ap4,69.3896,37.1661,0.0,58.6992,,0.0,0.0,0.0
4,68,cs1,17.316,43.8412,0.0,24.9689,ap1:17.9249-ap2:0.0-ap3:3.9637-ap4:4.6603-cs2:0.0,0.0,0.0,0.0
5,68,cs2,17.316,41.7126,0.0,24.791,ap1:13.6928-ap3:5.9218-ap4:5.8513,0.0,0.0,0.0
6,68,cs3,17.316,43.6641,0.0,23.7142,ap1:17.3517-ap3:4.15-ap4:4.8466,0.0,0.0,0.0
0,69,ap1,85.0727,37.3518,0.0002,135.9773,,0.0,0.0,0.0
1,69,ap2,17.316,35.0558,0.0,0.9083,ap1:6.5428-ap3:7.9916-ap4:7.293,0.0,4.0881,0.0
2,69,ap3,71.3406,37.1058,0.0,84.1623,,0.0,0.0,0.0
3,69,ap4,70.4867,37.9491,0.0,81.651,,0.0,0.0,0.0
4,69,cs1,17.316,41.7274,0.0,0.1487,ap1:13.5727-ap3:8.734-ap4:8.4115,0.0,6.3072,0.0
5,69,cs2,17.316,41.6613,0.0,0.9834,ap1:13.5203-ap3:8.6898-ap4:8.3777,0.0,6.2429,0.0
6,69,cs3,17.316,42.3261,0.0,-0.9184,ap1:14.0856-ap3:8.8198-ap4:8.4557,0.0,6.3514,0.0
0,70,ap1,85.3518,37.5057,0.0,179.9948,,5.2085,0.0,0.0
1,70,ap2,17.316,36.8129,0.0,8.6983,ap1:0.6436-ap3:12.7362-ap4:11.1619,0.0,5.0448,0.0
2,70,ap3,73.0658,38.2908,0.0,115.7403,,3.4369,0.0,0.0
3,70,ap4,71.692,38.8094,0.0,111.6635,,3.3012,0.0,0.0
4,70,cs1,17.316,43.5901,0.0,14.8959,ap1:16.3259-ap3:8.5682-ap4:8.4169,0.0,7.0368,0.0
5,70,cs2,17.316,44.958,0.0,15.4118,ap1:19.9342-ap3:8.0165-ap4:7.8652,0.0,8.1739,0.0
6,70,cs3,17.316,43.4527,0.0,13.5379,ap1:16.1509-ap3:8.8912-ap4:8.7399,0.0,7.6454,0.0
0,71,ap1,85.1902,37.4166,0.0,0.0,ap3:0.0-ap4:0.0,0.0001,0.0,0.0
1,71,ap2,17.316,39.3045,0.0,6.3571,ap1:10.1293-ap3:7.2518-ap4:6.7393,0.0,2.1329,0.0
2,71,ap3,72.8251,38.1254,0.0,0.0,,0.0,0.0005,0.0
3,71,ap4,70.4048,37.8907,0.0,0.0,,0.0,0.0001,0.0
4,71,cs1,17.316,42.1407,0.0,12.5025,ap1:12.2817-ap3:7.3355-ap4:6.8229,0.0,1.6164,0.0
5,71,cs2,17.316,43.2735,0.0,15.3559,ap1:13.0858-ap3:7.367-ap4:6.8544,0.0,1.3508,0.0
6,71,cs3,17.316,42.1672,0.0,13.2189,ap1:12.2776-ap3:7.2993-ap4:6.7868,0.0,1.5136,0.0
0,72,ap1,84.8008,37.2019,0.0,44.9858,ap2:0.0-cs1:0.0-cs2:0.0-cs3:0.0,0.0,0.0,0.0
1,72,ap2,17.316,37.0108,0.0,-0.0005,ap1:7.5038-ap3:8.0987-ap4:6.8795,0.0,2.7888,0.0
2,72,ap3,73.2396,38.4101,0.0,27.551,,0.0,0.0,0.0
3,72,ap4,66.7024,35.2482,0.0,25.6176,,0.0,0.0,0.0
4,72,cs1,17.316,43.4835,0.0,-0.0005,ap1:13.1008-ap3:8.7453-ap4:8.0252,0.0,3.7054,0.0
5,72,cs2,17.316,43.6596,0.0,-0.0005,ap1:13.2406-ap3:8.7809-ap4:8.051,0.0,3.7303,0.0
6,72,cs3,17.316,44.2483,0.0,-0.0005,ap1:13.7551-ap3:8.8743-ap4:8.115,0.0,3.8137,0.0
0,73,ap1,85.8745,37.7938,0.0,90.1988,,9.0727,0.0,0.0
1,73,ap2,17.316,38.3938,0.0,-0.0012,ap1:0.0059-ap3:11.0653-ap4:10.0065,0.0,0.0,0.0
2,73,ap3,73.0167,38.257,0.0,60.32,,5.1121,0.0,0.0
3,73,ap4,70.5719,38.01,0.0,55.1301,,4.5969,0.0,0.0
4,73,cs1,17.316,43.5305,0.0,-0.0012,ap1:23.8203-ap3:1.5495-ap4:0.8447,0.0,0.0,0.0
5,73,cs2,17.316,42.2025,0.0,-0.0012,ap1:10.4575-ap3:7.5669-ap4:6.8621,0.0,0.0,0.0
6,73,cs3,17.316,43.3744,0.0,-0.0012,ap1:22.8698-ap3:1.9467-ap4:1.2419,0.0,0.0,0.0
0,74,ap1,103.3059,47.4031,0.0,0.0,,0.0003,0.0,0.0
1,74,ap2,17.316,45.7199,0.0,-19.8678,ap1:5.7106-ap3:1.1695-ap4:21.4945,0.0005,0.0,0.0
2,74,ap3,82.5251,44.7877,0.0,0.0,,0.0003,0.0,0.0
3,74,ap4,82.0638,46.212,0.0,0.0,,0.0003,0.0,0.0
4,74,cs1,17.316,50.391,0.0,-24.7094,ap1:16.5104-ap3:11.9694-ap4:4.5659,0.0005,0.0,0.0
5,74,cs2,17.316,49.6843,0.0,-23.4577,ap1:16.2749-ap3:11.7338-ap4:4.3303,0.0005,0.0,0.0
6,74,cs3,17.316,53.1685,0.0,-24.5622,ap1:17.4362-ap3:12.8952-ap4:5.4917,0.0005,0.0,0.0
0,75,ap1,85.0736,37.3523,0.0,55.9546,ap2:0.0-ap3:0.0-ap4:0.0,18.5688,0.0,0.0
1,75,ap2,17.316,38.588,0.0,-48.2785,ap1:19.7125-ap3:9.1903-ap4:8.2929,0.0,15.9234,0.0
2,75,ap3,72.585,37.9605,0.0,37.7792,ap2:0.0,12.3512,0.0,0.0
3,75,ap4,71.1761,38.4412,0.0,35.8925,ap2:0.0,11.5467,0.0,0.0
4,75,cs1,17.316,40.5952,0.0,-57.7944,ap1:3.2922-ap2:0.0-ap3:18.0499-ap4:17.1524,0.0,15.215,0.0
5,75,cs2,17.316,43.7723,0.0,-55.8356,ap1:42.2379-ap2:0.0-ap3:0.1953-ap4:0.1935,0.0,16.1701,0.0
6,75,cs3,17.316,41.0182,0.0,-60.4264,ap1:1.0472-ap2:0.0-ap3:19.5399-ap4:18.6424,0.0,15.5269,0.0
0,76,ap1,86.3737,38.069,0.0003,-89.7603,ap2:0.0-ap3:0.0-ap4:0.0-cs1:0.0-cs2:0.0-cs3:0.0,0.0,0.0,0.0
1,76,ap2,17.316,36.8167,0.0,-13.8514,ap1:20.1048-ap3:0.5343-ap4:0.5214,0.0,0.0,0.0
2,76,ap3,74.1612,39.0431,0.0,-56.4593,,0.0,0.0,0.0
3,76,ap4,68.7202,36.6884,0.0,-51.8664,,0.0,0.0,0.0
4,76,cs1,17.316,43.5599,0.0,-27.6505,ap1:11.318-ap3:8.7737-ap4:8.0836,0.0,0.0,0.0
5,76,cs2,17.316,43.6061,0.0,-25.3979,ap1:13.8245-ap3:7.5774-ap4:6.8873,0.0,0.0,0.0
6,76,cs3,17.316,42.1759,0.0,-29.614,ap1:3.0576-ap3:12.2295-ap4:11.5394,0.0,0.0,0.0
0,77,ap1,87.8528,38.8844,0.0,-44.4586,,0.0,0.0,0.0
1,77,ap2,17.316,39.4336,0.0,-33.6962,ap1:0.0079-ap3:15.3711-ap4:11.2473,0.0,4.5081,0.0
2,77,ap3,72.7366,38.0646,0.0,-29.1546,,0.0,0.0,0.0
3,77,ap4,70.6468,38.0634,0.0,-26.5152,,0.0,0.0,0.0
4,77,cs1,17.316,43.8851,0.0,-54.074,ap1:16.224-ap3:6.5074-ap4:7.1859,0.0,3.3476,0.0
5,77,cs2,17.316,44.1786,0.0,-51.9282,ap1:18.2026-ap3:5.495-ap4:6.1734,0.0,3.0077,0.0
6,77,cs3,17.316,43.6633,0.0,-54.7726,ap1:14.5334-ap3:7.2978-ap4:7.9762,0.0,3.4596,0.0
0,78,ap1,82.8843,36.1454,0.0007,2.1734,,0.0,0.0001,0.0
1,78,ap2,17.316,38.7906,0.0,-26.7931,ap1:2.4592-ap3:9.6679-ap4:9.3477,0.0,0.0001,0.0
2,78,ap3,70.2592,36.3631,0.0,3.8634,ap1:0.0-ap2:0.0-ap4:0.0-cs1:0.0-cs2:0.0-cs3:0.0,0.0,0.0001,0.0
3,78,ap4,71.191,38.4518,0.0,4.5138,ap1:0.0-ap2:0.0-ap3:0.0-cs1:0.0-cs2:0.0-cs3:0.0,0.0,0.0001,0.0
4,78,cs1,17.316,42.8038,0.0,-58.6097,ap1:16.4418-ap3:4.6832-ap4:4.363,0.0,0.0001,0.0
5,78,cs2,17.316,42.6206,0.0,-58.8518,ap1:15.475-ap3:5.075-ap4:4.7549,0.0,0.0001,0.0
6,78,cs3,17.316,42.0769,0.0,-58.402,ap1:12.3626-ap3:6.3594-ap4:6.0392,0.0,0.0001,0.0
0,79,ap1,86.2531,38.0025,0.0008,46.3099,ap2:0.0-cs1:0.0-cs2:0.0-cs3:0.0,0.0,0.0001,0.0
1,79,ap2,17.316,38.4317,0.0,-47.0723,ap3:12.8596-ap4:8.258,0.0001,0.0,0.0
2,79,ap3,71.0022,36.8734,0.0,28.2131,ap2:0.0-cs1:0.0-cs2:0.0-cs3:0.0,0.0,0.0001,0.0
3,79,ap4,70.9708,38.2947,0.0,27.6542,ap2:0.0-cs1:0.0-cs2:0.0-cs3:0.0,0.0,0.0001,0.0
4,79,cs1,17.316,42.0726,0.0,-82.6785,ap1:12.5099-ap3:6.6698-ap4:8.2036,0.0001,2.6245,0.0
5,79,cs2,17.316,43.8034,0.0,-82.7477,ap1:29.9479-ap2:0.0,0.0001,3.4583,0.0
6,79,cs3,17.316,41.5521,0.0,-81.7845,ap1:5.7914-ap3:9.605-ap4:11.1388,0.0001,2.2968,0.0
0,80,ap1,86.3136,38.0359,0.002,91.5652,,4.9951,0.0,0.0
1,80,ap2,17.316,38.1757,0.0,-66.8832,ap1:0.216-ap3:11.3472-ap4:14.4227,0.0,5.126,0.0
2,80,ap3,72.6725,38.0206,0.0,55.5397,,3.2145,0.0,0.0
3,80,ap4,70.8047,38.1761,0.0,53.542,,3.0722,0.0,0.0
4,80,cs1,17.316,44.6509,0.0,-92.7791,ap1:24.1325-ap3:8.9305-ap4:1.9348,0.0,7.6628,0.0
5,80,cs2,17.316,41.5706,0.0,-90.3024,ap1:6.8954-ap3:10.7601-ap4:13.8356,0.0,7.2365,0.0
6,80,cs3,17.316,44.0444,0.0,-93.0354,ap1:22.0304-ap3:6.8284-ap4:5.5075,0.0,7.6378,0.0
0,81,ap1,83.9867,36.7532,0.0005,0.0,ap2:0.0-ap3:0.0-ap4:0.0-cs1:0.0-cs2:0.0-cs3:0.0,2.5416,0.0,0.0
1,81,ap2,17.316,37.9161,0.0,-21.8994,ap1:3.1942-ap3:10.6621-ap4:10.258-cs1:0.0-cs2:0.0-cs3:0.0,0.0,3.5144,0.0
2,81,ap3,71.9084,37.4958,0.0,0.0,ap1:0.0-ap2:0.0-ap4:0.0-cs1:0.0-cs2:0.0-cs3:0.0,1.8517,0.0,0.0
3,81,ap4,71.6775,38.799,0.0,0.0,ap1:0.0-ap2:0.0-ap3:0.0-cs1:0.0-cs2:0.0-cs3:0.0,1.7692,0.0,0.0
4,81,cs1,17.316,44.1402,0.0,-21.8967,ap1:18.669-ap2:0.0-ap3:6.954-ap4:6.5498-cs2:0.0-cs3:0.0,0.0,5.3488,0.0
5,81,cs2,17.316,43.1926,0.0,-21.8894,ap1:15.239-ap2:0.0-ap3:7.6288-ap4:7.2246-cs1:0.0-cs3:0.0,0.0,4.2159,0.0
6,81,cs3,17.316,41.7855,0.0,-21.8947,ap1:12.6736-ap2:0.0-ap3:11.0195-ap4:10.6153-cs1:0.0-cs2:0.0,0.0,9.8392,0.0
0,82,ap1,87.4749,38.6761,0.0,0.0,ap2:0.0-cs1:0.0-cs2:0.0-cs3:0.0,0.0,0.0,0.0
1,82,ap2,17.316,38.0802,0.0,-35.7385,ap1:0.3651-ap3:13.2214-ap4:11.2655,0.0,4.0879,0.0
2,82,ap3,72.3391,37.7916,0.0,0.0,ap2:0.0-cs1:0.0-cs2:0.0-cs3:0.0,0.0,0.0,0.0
3,82,ap4,68.788,36.7368,0.0,0.0,ap2:0.0-cs1:0.0-cs2:0.0-cs3:0.0,0.0,0.0,0.0
4,82,cs1,17.316,43.2645,0.0,-38.6866,ap1:30.7069-ap3:0.3612-ap4:1.6528,0.0,6.7724,0.0
5,82,cs2,17.316,42.0911,0.0,-39.5897,ap1:17.3544-ap3:6.8893-ap4:7.0133,0.0,6.482,0.0
6,82,cs3,17.316,40.2053,0.0,-29.3101,ap1:0.3725-ap3:14.0757-ap4:12.1198,0.0,3.6786,0.0
0,83,ap1,91.2356,40.7492,0.0,45.3552,,6.8736,0.0,0.0
1,83,ap2,17.316,37.2877,0.0,-34.2073,ap1:5.2392-ap3:12.333-ap4:11.6618,0.0,9.2624,0.0
2,83,ap3,71.984,37.5477,0.0,32.1095,,4.7758,0.0,0.0
3,83,ap4,69.7524,37.4251,0.0,29.7895,,4.457,0.0,0.0
4,83,cs1,17.316,43.6405,0.0,-28.2952,ap1:19.6509-ap3:8.3027-ap4:7.6315,0.0,9.2607,0.0
5,83,cs2,17.316,40.082,0.0,-29.5876,ap1:11.7374-ap3:10.2675-ap4:9.5963,0.0,8.8353,0.0
6,83,cs3,17.316,44.1443,0.0,-31.8397,ap1:20.7324-ap3:8.309-ap4:7.8948,0.0,10.108,0.0
0,84,ap1,83.3325,36.3925,0.0,-0.0,ap2:0.0-cs1:0.0-cs2:0.0-cs3:0.0,2.4037,0.0,0.0
1,84,ap2,17.316,39.4164,0.0,-8.9053,ap1:8.7195-ap3:7.438-ap4:6.3651-cs1:0.0-cs2:0.0-cs3:0.0,0.0,0.4223,0.0
2,84,ap3,71.9143,37.4999,0.0,-0.0,ap1:0.0-ap2:0.0-ap4:0.0-cs1:0.0-cs2:0.0-cs3:0.0,1.3238,0.0,0.0
3,84,ap4,68.5622,36.5756,0.0,-0.0,ap1:0.0-ap2:0.0-ap3:0.0-cs1:0.0-cs2:0.0-cs3:0.0,1.1986,0.0,0.0
4,84,cs1,17.316,42.8019,0.0,-8.9051,ap1:13.217-ap2:0.0-ap3:6.5949-ap4:6.0958-cs2:0.0-cs3:0.0,0.0,0.422,0.0
5,84,cs2,17.316,43.1193,0.0,-8.905,ap1:13.5552-ap2:0.0-ap3:6.5844-ap4:6.0853-cs1:0.0-cs3:0.0,0.0,0.4218,0.0
6,84,cs3,17.316,43.3637,0.0,-8.9054,ap1:13.852-ap2:0.0-ap3:6.5582-ap4:6.0592-cs1:0.0-cs2:0.0,0.0,0.4218,0.0
0,85,ap1,85.3896,37.5265,0.0,0.0001,,0.0,0.0,0.0
1,85,ap2,17.316,38.6885,0.0,-29.721,ap1:0.22-ap3:14.8564-ap4:6.296,0.0,0.0,0.0
2,85,ap3,73.3552,38.4895,0.0,0.0001,ap1:0.0-ap2:0.0-ap4:0.0-cs1:0.0-cs2:0.0-cs3:0.0,0.0,0.0,0.0
3,85,ap4,70.8247,38.1904,0.0,0.0001,ap1:0.0-ap2:0.0-ap3:0.0-cs1:0.0-cs2:0.0-cs3:0.0,0.0,0.0,0.0
4,85,cs1,17.316,42.6142,0.0,-32.9458,ap1:13.8488-ap3:4.6462-ap4:6.8032,0.0,0.0,0.0
5,85,cs2,17.316,42.4027,0.0,-33.2482,ap1:8.1235-ap3:7.4031-ap4:9.5601,0.0,0.0,0.0
6,85,cs3,17.316,43.2002,0.0,-33.4813,ap1:25.6708-ap3:0.1064-ap4:0.107,0.0,0.0,0.0
0,86,ap1,83.0157,36.2179,0.0,45.0249,,1.287,0.0,0.0
1,86,ap2,17.316,37.5275,0.0,-49.826,ap1:0.0275-ap3:13.4298-ap4:11.4281,0.0,4.6741,0.0
2,86,ap3,71.9946,37.555,0.0,25.4104,,0.3757,0.0,0.0
3,86,ap4,71.4788,38.6572,0.0,21.4163,,0.2148,0.0,0.0
4,86,cs1,17.316,44.2809,0.0,-56.7437,ap1:17.4496-ap3:6.622-ap4:6.6962,0.0,3.8029,0.0
5,86,cs2,17.316,42.7129,0.0,-56.8472,ap1:12.1484-ap3:8.4771-ap4:8.5514,0.0,3.7801,0.0
6,86,cs3,17.316,44.5883,0.0,-57.8306,ap1:18.4594-ap3:6.2865-ap4:6.3607,0.0,3.8344,0.0
0,87,ap1,87.1901,38.5191,0.0,45.3443,ap2:0.0-ap3:0.0-ap4:0.0-cs1:0.0-cs2:0.0-cs3:0.0,2.8531,0.0,0.0
1,87,ap2,17.316,39.2036,0.0,-41.6862,ap1:4.5946-ap3:10.6968-ap4:6.5961,0.0,0.0,0.0
2,87,ap3,71.1754,36.9923,0.0,45.2827,,2.0721,0.0,0.0
3,87,ap4,69.9592,37.5727,0.0,45.2788,,2.0107,0.0,0.0
4,87,cs1,17.316,41.9143,0.0,-60.1361,ap1:12.8914-ap3:10.5824-ap4:1.1243,0.0,0.0,0.0
5,87,cs2,17.316,42.3749,0.0,-58.8806,ap1:22.6541-ap3:1.5037-ap4:0.9009,0.0,0.0,0.0
6,87,cs3,17.316,43.7707,0.0,-61.3308,ap1:11.3845-ap3:1.5248-ap4:13.5453,0.0,0.0,0.0
0,88,ap1,97.5102,44.2082,0.0,0.0001,,1.4097,0.0,0.0
1,88,ap2,17.316,43.7697,0.0,-62.3069,ap1:0.0078-ap3:15.0098-ap4:11.4361,0.0,0.0,0.0
2,88,ap3,82.7605,44.9494,0.0,-0.0001,,0.7783,0.0,0.0
3,88,ap4,80.0376,44.7658,0.0,-0.0001,,0.6833,0.0,0.0
4,88,cs1,17.316,53.065,0.0,-83.3103,ap1:35.7334-ap3:0.0078-ap4:0.0078,0.0,0.0,0.0
5,88,cs2,17.316,51.6016,0.0,-82.4887,ap1:18.963-ap3:7.4264-ap4:7.896,0.0,0.0,0.0
6,88,cs3,17.316,50.0847,0.0,-86.2539,ap1:0.0078-ap3:16.1456-ap4:16.6152,0.0,0.0,0.0
0,89,ap1,87.6836,38.7911,0.0,20.3055,ap2:0.0-ap3:0.0-ap4:0.0-cs1:0.0-cs2:0.0-cs3:0.0,0.0,0.0,0.0
1,89,ap2,17.316,37.5256,0.0,-88.9912,ap1:1.3924-ap3:3.8637-ap4:14.9532,0.0,0.0,0.0
2,89,ap3,70.8557,36.7728,0.0,19.6667,,0.0,0.0,0.0
3,89,ap4,70.5033,37.961,0.0,19.3609,,0.0,0.0,0.0
4,89,cs1,17.316,42.6169,0.0,-119.3708,ap1:9.3989-ap3:11.1248-ap4:4.7769,0.0,0.0,0.0
5,89,cs2,17.316,44.955,0.0,-117.0728,ap1:26.5107-ap3:0.5435-ap4:0.5844,0.0,0.0,0.0
6,89,cs3,17.316,42.7161,0.0,-119.308,ap1:11.5908-ap3:10.0785-ap4:3.7305,0.0,0.0,0.0
